,nb_purchase,total_buy,cluster
26538,0.0,171.87,2
26539,1.0,171.86,0
26540,0.0,171.85,2
26541,0.0,171.85,2
26542,0.0,171.85,2
26543,1.0,171.85,0
26544,0.0,171.85,2
26545,0.0,171.85,2
26546,0.0,171.85,2
26547,0.0,171.84,2
26548,0.0,171.84,2
26549,0.0,171.84,2
26550,0.0,171.84,2
26551,0.0,171.84,2
26552,0.0,171.84,2
26553,1.0,171.84,0
26554,1.0,171.84,0
26555,1.0,171.84,0
26556,1.0,171.83,0
26557,1.0,171.83,0
26558,1.0,171.82,0
26559,0.0,171.81,2
26560,0.0,171.79,2
26561,1.0,171.79,0
26562,0.0,171.79,2
26563,1.0,171.79,0
26564,1.0,171.78,0
26565,1.0,171.77,0
26566,1.0,171.77,0
26567,1.0,171.77,0
26568,1.0,171.77,0
26569,1.0,171.76,0
26570,1.0,171.75,0
26571,1.0,171.75,0
26572,1.0,171.75,0
26573,0.0,171.75,2
26574,1.0,171.75,0
26575,0.0,171.74,2
26576,0.0,171.72000000000003,2
26577,0.0,171.72,2
26578,0.0,171.7,2
26579,0.0,171.7,2
26580,1.0,171.69,0
26581,0.0,171.69,2
26582,0.0,171.69,2
26583,0.0,171.69,2
26584,1.0,171.69,0
26585,1.0,171.69,0
26586,1.0,171.68,0
26587,1.0,171.64,0
26588,0.0,171.63,2
26589,0.0,171.63,2
26590,0.0,171.63,2
26591,1.0,171.62,0
26592,1.0,171.62,0
26593,1.0,171.62,0
26594,1.0,171.62,0
26595,0.0,171.61,2
26596,0.0,171.61,2
26597,1.0,171.61,0
26598,0.0,171.61,2
26599,0.0,171.61,2
26600,0.0,171.61,2
26601,1.0,171.61,0
26602,0.0,171.61,2
26603,0.0,171.61,2
26604,0.0,171.61,2
26605,0.0,171.61,2
26606,0.0,171.6,2
26607,0.0,171.59,2
26608,1.0,171.59,0
26609,1.0,171.56,0
26610,1.0,171.56,0
26611,1.0,171.55,0
26612,1.0,171.55,0
26613,1.0,171.55,0
26614,1.0,171.55,0
26615,1.0,171.55,0
26616,1.0,171.55,0
26617,1.0,171.55,0
26618,1.0,171.55,0
26619,0.0,171.54,2
26620,1.0,171.53,0
26621,0.0,171.53,2
26622,0.0,171.53,2
26623,0.0,171.53,2
26624,1.0,171.53,0
26625,1.0,171.52,0
26626,0.0,171.51,2
26627,1.0,171.51,0
26628,0.0,171.49,2
26629,0.0,171.49,2
26630,0.0,171.49,2
26631,0.0,171.49,2
26632,0.0,171.49,2
26633,0.0,171.48,2
26634,1.0,171.48,0
26635,0.0,171.48,2
26636,1.0,171.47,0
26637,1.0,171.45,0
26638,0.0,171.44,2
26639,0.0,171.44,2
26640,0.0,171.44,2
26641,0.0,171.44,2
26642,0.0,171.44,2
26643,0.0,171.44,2
26644,0.0,171.44,2
26645,1.0,171.44,0
26646,1.0,171.44,0
26647,1.0,171.44,0
26648,0.0,171.44,2
26649,1.0,171.44,0
26650,0.0,171.44,2
26651,0.0,171.44,2
26652,0.0,171.44,2
26653,0.0,171.44,2
26654,0.0,171.44,2
26655,0.0,171.44,2
26656,0.0,171.44,2
26657,1.0,171.44,0
26658,1.0,171.43,0
26659,1.0,171.43,0
26660,2.0,171.42,0
26661,0.0,171.4,2
26662,1.0,171.4,0
26663,1.0,171.4,0
26664,0.0,171.4,2
26665,1.0,171.38,0
26666,1.0,171.36,0
26667,0.0,171.35,2
26668,1.0,171.34,0
26669,1.0,171.34,0
26670,2.0,171.34,0
26671,1.0,171.34,0
26672,1.0,171.32,0
26673,0.0,171.32,2
26674,0.0,171.32,2
26675,0.0,171.32,2
26676,1.0,171.32,0
26677,0.0,171.32,2
26678,0.0,171.32,2
26679,1.0,171.3,0
26680,0.0,171.3,2
26681,1.0,171.3,0
26682,0.0,171.3,2
26683,1.0,171.29,0
26684,1.0,171.29,0
26685,0.0,171.29,2
26686,0.0,171.29,2
26687,0.0,171.29,2
26688,1.0,171.27,0
26689,0.0,171.27,2
26690,0.0,171.27,2
26691,0.0,171.26,2
26692,1.0,171.24,0
26693,1.0,171.24,0
26694,0.0,171.22,2
26695,1.0,171.22,0
26696,1.0,171.22,0
26697,0.0,171.22,2
26698,1.0,171.22,0
26699,0.0,171.22,2
26700,1.0,171.22,0
26701,1.0,171.22,0
26702,1.0,171.22,0
26703,0.0,171.20000000000002,2
26704,1.0,171.2,0
26705,1.0,171.2,0
26706,1.0,171.2,0
26707,1.0,171.19,0
26708,1.0,171.17,0
26709,1.0,171.16,0
26710,1.0,171.16,0
26711,1.0,171.16,0
26712,2.0,171.15,0
26713,2.0,171.14,0
26714,1.0,171.14,0
26715,0.0,171.13,2
26716,0.0,171.13,2
26717,0.0,171.13,2
26718,1.0,171.12,0
26719,1.0,171.12,0
26720,1.0,171.12,0
26721,1.0,171.12,0
26722,1.0,171.12,0
26723,1.0,171.1,0
26724,1.0,171.09,0
26725,1.0,171.09,0
26726,1.0,171.09,0
26727,1.0,171.09,0
26728,1.0,171.09,0
26729,1.0,171.08,0
26730,1.0,171.08,0
26731,1.0,171.08,0
26732,1.0,171.06,0
26733,1.0,171.06,0
26734,0.0,171.04,2
26735,1.0,171.04,0
26736,0.0,171.03,2
26737,1.0,171.03,0
26738,1.0,171.03,0
26739,0.0,171.03,2
26740,0.0,171.03,2
26741,1.0,171.02,0
26742,0.0,171.02,2
26743,0.0,171.02,2
26744,1.0,171.01,0
26745,0.0,171.01,2
26746,0.0,171.01,2
26747,0.0,171.01,2
26748,1.0,171.0,0
26749,1.0,171.0,0
26750,1.0,171.0,0
26751,1.0,171.0,0
26752,1.0,171.0,0
26753,1.0,171.0,0
26754,1.0,171.0,0
26755,1.0,171.0,0
26756,1.0,171.0,0
26757,1.0,171.0,0
26758,1.0,171.0,0
26759,0.0,171.0,2
26760,1.0,171.0,0
26761,1.0,171.0,0
26762,1.0,171.0,0
26763,1.0,171.0,0
26764,1.0,171.0,0
26765,1.0,171.0,0
26766,1.0,171.0,0
26767,1.0,171.0,0
26768,0.0,171.0,2
26769,1.0,170.98,0
26770,1.0,170.98,0
26771,1.0,170.97,0
26772,1.0,170.97,0
26773,1.0,170.96,0
26774,1.0,170.96,0
26775,0.0,170.95,2
26776,0.0,170.95,2
26777,0.0,170.94,2
26778,1.0,170.92,0
26779,1.0,170.91,0
26780,0.0,170.89999999999998,2
26781,0.0,170.89,2
26782,0.0,170.88,2
26783,1.0,170.87,0
26784,1.0,170.87,0
26785,2.0,170.87,0
26786,0.0,170.86,2
26787,0.0,170.86,2
26788,1.0,170.86,0
26789,1.0,170.86,0
26790,1.0,170.85,0
26791,0.0,170.85,2
26792,0.0,170.84,2
26793,0.0,170.84,2
26794,0.0,170.84,2
26795,0.0,170.84,2
26796,0.0,170.84,2
26797,0.0,170.84,2
26798,0.0,170.84,2
26799,0.0,170.84,2
26800,0.0,170.82,2
26801,0.0,170.82,2
26802,0.0,170.82,2
26803,1.0,170.81,0
26804,1.0,170.78,0
26805,1.0,170.78,0
26806,1.0,170.78,0
26807,0.0,170.78,2
26808,1.0,170.77,0
26809,1.0,170.76,0
26810,1.0,170.76,0
26811,0.0,170.76,2
26812,0.0,170.76,2
26813,1.0,170.75,0
26814,1.0,170.75,0
26815,1.0,170.74,0
26816,1.0,170.73,0
26817,1.0,170.73,0
26818,1.0,170.72000000000003,0
26819,0.0,170.72,2
26820,0.0,170.72,2
26821,0.0,170.72,2
26822,1.0,170.71,0
26823,1.0,170.71,0
26824,1.0,170.71,0
26825,1.0,170.71,0
26826,1.0,170.71,0
26827,1.0,170.71,0
26828,1.0,170.71,0
26829,1.0,170.71,0
26830,1.0,170.71,0
26831,1.0,170.71,0
26832,1.0,170.7,0
26833,0.0,170.7,2
26834,0.0,170.69,2
26835,0.0,170.69,2
26836,0.0,170.68,2
26837,1.0,170.68,0
26838,0.0,170.68,2
26839,1.0,170.68,0
26840,0.0,170.67,2
26841,1.0,170.65,0
26842,1.0,170.64,0
26843,1.0,170.63,0
26844,1.0,170.63,0
26845,1.0,170.62,0
26846,1.0,170.62,0
26847,1.0,170.62,0
26848,1.0,170.61,0
26849,1.0,170.61,0
26850,1.0,170.61,0
26851,0.0,170.6,2
26852,0.0,170.6,2
26853,0.0,170.6,2
26854,1.0,170.6,0
26855,0.0,170.58,2
26856,0.0,170.58,2
26857,0.0,170.57,2
26858,1.0,170.55,0
26859,1.0,170.55,0
26860,1.0,170.55,0
26861,1.0,170.54,0
26862,1.0,170.54,0
26863,1.0,170.53,0
26864,1.0,170.53,0
26865,0.0,170.53,2
26866,1.0,170.52,0
26867,1.0,170.51,0
26868,0.0,170.48,2
26869,1.0,170.48,0
26870,1.0,170.48,0
26871,0.0,170.48,2
26872,0.0,170.47,2
26873,0.0,170.46,2
26874,1.0,170.46,0
26875,0.0,170.44,2
26876,1.0,170.44,0
26877,0.0,170.43,2
26878,1.0,170.43,0
26879,1.0,170.43,0
26880,1.0,170.43,0
26881,1.0,170.41,0
26882,0.0,170.4,2
26883,1.0,170.39,0
26884,0.0,170.38,2
26885,0.0,170.38,2
26886,0.0,170.37,2
26887,1.0,170.37,0
26888,1.0,170.37,0
26889,0.0,170.36,2
26890,0.0,170.36,2
26891,0.0,170.36,2
26892,0.0,170.34,2
26893,0.0,170.34,2
26894,1.0,170.33,0
26895,0.0,170.32,2
26896,0.0,170.32,2
26897,1.0,170.32,0
26898,1.0,170.31,0
26899,0.0,170.3,2
26900,0.0,170.3,2
26901,0.0,170.3,2
26902,0.0,170.3,2
26903,0.0,170.29,2
26904,1.0,170.29,0
26905,0.0,170.29,2
26906,1.0,170.29,0
26907,0.0,170.28,2
26908,0.0,170.28,2
26909,1.0,170.28,0
26910,0.0,170.28,2
26911,0.0,170.28,2
26912,0.0,170.28,2
26913,0.0,170.27,2
26914,0.0,170.23000000000002,2
26915,1.0,170.23,0
26916,1.0,170.19,0
26917,1.0,170.19,0
26918,1.0,170.19,0
26919,0.0,170.19,2
26920,0.0,170.19,2
26921,1.0,170.19,0
26922,0.0,170.19,2
26923,1.0,170.18,0
26924,0.0,170.18,2
26925,1.0,170.17,0
26926,0.0,170.17,2
26927,1.0,170.16,0
26928,1.0,170.16,0
26929,1.0,170.16,0
26930,1.0,170.14,0
26931,1.0,170.14,0
26932,0.0,170.13,2
26933,1.0,170.12,0
26934,1.0,170.12,0
26935,0.0,170.12,2
26936,1.0,170.1,0
26937,1.0,170.08,0
26938,1.0,170.08,0
26939,1.0,170.04,0
26940,0.0,170.03,2
26941,1.0,170.02,0
26942,1.0,170.02,0
26943,1.0,170.01,0
26944,1.0,170.01,0
26945,1.0,170.01,0
26946,0.0,170.01,2
26947,0.0,170.0,2
26948,1.0,170.0,0
26949,1.0,170.0,0
26950,0.0,170.0,2
26951,1.0,170.0,0
26952,1.0,170.0,0
26953,1.0,170.0,0
26954,1.0,170.0,0
26955,0.0,169.99,2
26956,0.0,169.99,2
26957,1.0,169.99,0
26958,1.0,169.99,0
26959,0.0,169.98000000000002,2
26960,1.0,169.98,0
26961,1.0,169.95,0
26962,1.0,169.95,0
26963,1.0,169.94,0
26964,0.0,169.94,2
26965,1.0,169.94,0
26966,1.0,169.94,0
26967,0.0,169.93,2
26968,0.0,169.92,2
26969,1.0,169.92,0
26970,0.0,169.92,2
26971,0.0,169.92,2
26972,1.0,169.92,0
26973,1.0,169.92,0
26974,0.0,169.92,2
26975,1.0,169.92,0
26976,1.0,169.9,0
26977,1.0,169.9,0
26978,0.0,169.9,2
26979,0.0,169.89,2
26980,0.0,169.88,2
26981,1.0,169.87,0
26982,1.0,169.87,0
26983,1.0,169.87,0
26984,1.0,169.87,0
26985,1.0,169.87,0
26986,1.0,169.87,0
26987,1.0,169.87,0
26988,1.0,169.87,0
26989,1.0,169.87,0
26990,1.0,169.87,0
26991,1.0,169.87,0
26992,1.0,169.87,0
26993,1.0,169.87,0
26994,1.0,169.87,0
26995,1.0,169.87,0
26996,1.0,169.87,0
26997,1.0,169.86,0
26998,1.0,169.85,0
26999,1.0,169.85,0
27000,1.0,169.85,0
27001,0.0,169.84,2
27002,0.0,169.84,2
27003,1.0,169.83,0
27004,0.0,169.83,2
27005,1.0,169.82,0
27006,0.0,169.82,2
27007,0.0,169.82,2
27008,1.0,169.8,0
27009,1.0,169.78,0
27010,1.0,169.78,0
27011,0.0,169.76,2
27012,0.0,169.76,2
27013,1.0,169.76,0
27014,0.0,169.76,2
27015,0.0,169.76,2
27016,1.0,169.75,0
27017,0.0,169.73,2
27018,0.0,169.73,2
27019,2.0,169.73,0
27020,0.0,169.73,2
27021,0.0,169.73,2
27022,1.0,169.73,0
27023,1.0,169.73,0
27024,1.0,169.72,0
27025,1.0,169.71,0
27026,1.0,169.71,0
27027,1.0,169.7,0
27028,1.0,169.7,0
27029,1.0,169.7,0
27030,1.0,169.7,0
27031,1.0,169.69,0
27032,0.0,169.67,2
27033,1.0,169.67,0
27034,2.0,169.65,0
27035,1.0,169.65,0
27036,1.0,169.64,0
27037,0.0,169.64,2
27038,0.0,169.64,2
27039,0.0,169.64,2
27040,1.0,169.64,0
27041,0.0,169.64,2
27042,1.0,169.62,0
27043,1.0,169.62,0
27044,0.0,169.62,2
27045,1.0,169.62,0
27046,1.0,169.62,0
27047,0.0,169.62,2
27048,1.0,169.61,0
27049,1.0,169.61,0
27050,1.0,169.61,0
27051,1.0,169.61,0
27052,1.0,169.61,0
27053,1.0,169.61,0
27054,0.0,169.6,2
27055,1.0,169.58,0
27056,1.0,169.56,0
27057,0.0,169.53,2
27058,1.0,169.53,0
27059,0.0,169.53,2
27060,1.0,169.53,0
27061,0.0,169.52,2
27062,0.0,169.51999999999998,2
27063,0.0,169.51,2
27064,1.0,169.51,0
27065,0.0,169.51,2
27066,1.0,169.51,0
27067,1.0,169.5,0
27068,0.0,169.5,2
27069,0.0,169.5,2
27070,1.0,169.5,0
27071,1.0,169.5,0
27072,1.0,169.49,0
27073,1.0,169.49,0
27074,1.0,169.49,0
27075,1.0,169.49,0
27076,1.0,169.49,0
27077,0.0,169.49,2
27078,1.0,169.49,0
27079,1.0,169.49,0
27080,1.0,169.49,0
27081,1.0,169.49,0
27082,1.0,169.49,0
27083,1.0,169.49,0
27084,0.0,169.48,2
27085,0.0,169.48,2
27086,0.0,169.46,2
27087,1.0,169.45999999999998,0
27088,0.0,169.44,2
27089,1.0,169.43,0
27090,1.0,169.41,0
27091,1.0,169.4,0
27092,0.0,169.4,2
27093,1.0,169.39,0
27094,0.0,169.39,2
27095,0.0,169.38,2
27096,1.0,169.38,0
27097,0.0,169.37,2
27098,0.0,169.37,2
27099,1.0,169.37,0
27100,0.0,169.37,2
27101,0.0,169.37,2
27102,1.0,169.37,0
27103,0.0,169.37,2
27104,1.0,169.37,0
27105,1.0,169.36,0
27106,1.0,169.35,0
27107,0.0,169.35,2
27108,0.0,169.34,2
27109,1.0,169.32,0
27110,0.0,169.32,2
27111,0.0,169.32,2
27112,1.0,169.32,0
27113,0.0,169.31,2
27114,1.0,169.3,0
27115,1.0,169.3,0
27116,1.0,169.3,0
27117,1.0,169.3,0
27118,1.0,169.29,0
27119,0.0,169.28,2
27120,0.0,169.28,2
27121,0.0,169.28,2
27122,0.0,169.28,2
27123,0.0,169.28,2
27124,1.0,169.24,0
27125,0.0,169.23,2
27126,0.0,169.23,2
27127,1.0,169.23,0
27128,0.0,169.23,2
27129,1.0,169.23,0
27130,1.0,169.22,0
27131,0.0,169.22,2
27132,1.0,169.2,0
27133,0.0,169.19,2
27134,0.0,169.19,2
27135,1.0,169.18,0
27136,1.0,169.18,0
27137,1.0,169.17,0
27138,2.0,169.16,0
27139,1.0,169.16,0
27140,1.0,169.15,0
27141,1.0,169.15,0
27142,1.0,169.15,0
27143,1.0,169.14,0
27144,1.0,169.14,0
27145,1.0,169.14,0
27146,0.0,169.14,2
27147,0.0,169.14,2
27148,1.0,169.13,0
27149,1.0,169.13,0
27150,1.0,169.13,0
27151,1.0,169.13,0
27152,0.0,169.11,2
27153,0.0,169.11,2
27154,0.0,169.11,2
27155,1.0,169.11,0
27156,1.0,169.1,0
27157,1.0,169.1,0
27158,1.0,169.1,0
27159,1.0,169.09,0
27160,1.0,169.09,0
27161,1.0,169.09,0
27162,1.0,169.08,0
27163,1.0,169.08,0
27164,1.0,169.08,0
27165,1.0,169.07,0
27166,1.0,169.07,0
27167,1.0,169.06,0
27168,2.0,169.06,0
27169,2.0,169.06,0
27170,1.0,169.05,0
27171,1.0,169.05,0
27172,1.0,169.05,0
27173,1.0,169.05,0
27174,1.0,169.05,0
27175,1.0,169.02,0
27176,1.0,169.02,0
27177,0.0,169.01,2
27178,1.0,169.01,0
27179,0.0,169.01,2
27180,0.0,169.01,2
27181,0.0,169.01,2
27182,1.0,169.01,0
27183,0.0,169.0,2
27184,0.0,169.0,2
27185,0.0,169.0,2
27186,0.0,169.0,2
27187,0.0,169.0,2
27188,0.0,169.0,2
27189,2.0,168.99,0
27190,0.0,168.98,2
27191,0.0,168.96,2
27192,0.0,168.96,2
27193,1.0,168.96,0
27194,1.0,168.95,0
27195,0.0,168.95,2
27196,1.0,168.95,0
27197,0.0,168.94,2
27198,2.0,168.94,0
27199,1.0,168.93,0
27200,1.0,168.93,0
27201,1.0,168.92,0
27202,1.0,168.92,0
27203,1.0,168.92,0
27204,1.0,168.92,0
27205,0.0,168.9,2
27206,1.0,168.88,0
27207,1.0,168.88,0
27208,1.0,168.88,0
27209,1.0,168.88,0
27210,1.0,168.88,0
27211,1.0,168.88,0
27212,1.0,168.86,0
27213,1.0,168.85,0
27214,0.0,168.85,2
27215,1.0,168.85,0
27216,1.0,168.84,0
27217,1.0,168.83,0
27218,1.0,168.83,0
27219,1.0,168.83,0
27220,1.0,168.83,0
27221,1.0,168.83,0
27222,1.0,168.83,0
27223,1.0,168.83,0
27224,1.0,168.83,0
27225,1.0,168.83,0
27226,1.0,168.83,0
27227,1.0,168.83,0
27228,1.0,168.82,0
27229,1.0,168.82,0
27230,1.0,168.82,0
27231,0.0,168.81,2
27232,1.0,168.81,0
27233,1.0,168.8,0
27234,1.0,168.8,0
27235,1.0,168.8,0
27236,1.0,168.8,0
27237,1.0,168.8,0
27238,1.0,168.8,0
27239,1.0,168.8,0
27240,1.0,168.8,0
27241,1.0,168.8,0
27242,1.0,168.8,0
27243,1.0,168.8,0
27244,1.0,168.8,0
27245,0.0,168.79,2
27246,0.0,168.78,2
27247,1.0,168.77,0
27248,1.0,168.77,0
27249,1.0,168.76,0
27250,1.0,168.75,0
27251,1.0,168.75,0
27252,1.0,168.75,0
27253,1.0,168.75,0
27254,1.0,168.75,0
27255,1.0,168.75,0
27256,1.0,168.75,0
27257,1.0,168.75,0
27258,1.0,168.74,0
27259,1.0,168.73,0
27260,1.0,168.72,0
27261,1.0,168.72,0
27262,0.0,168.72,2
27263,1.0,168.72,0
27264,1.0,168.71,0
27265,1.0,168.68,0
27266,1.0,168.67,0
27267,0.0,168.67,2
27268,0.0,168.66,2
27269,0.0,168.66,2
27270,1.0,168.65,0
27271,1.0,168.65,0
27272,1.0,168.65,0
27273,1.0,168.65,0
27274,1.0,168.65,0
27275,1.0,168.64,0
27276,1.0,168.63,0
27277,1.0,168.63,0
27278,0.0,168.63,2
27279,0.0,168.61,2
27280,1.0,168.61,0
27281,1.0,168.61,0
27282,0.0,168.61,2
27283,0.0,168.61,2
27284,1.0,168.6,0
27285,1.0,168.6,0
27286,1.0,168.59,0
27287,1.0,168.59,0
27288,1.0,168.58,0
27289,0.0,168.58,2
27290,1.0,168.58,0
27291,1.0,168.58,0
27292,1.0,168.58,0
27293,1.0,168.57,0
27294,1.0,168.57,0
27295,0.0,168.56,2
27296,1.0,168.53,0
27297,1.0,168.53,0
27298,1.0,168.52,0
27299,1.0,168.52,0
27300,1.0,168.52,0
27301,0.0,168.51,2
27302,0.0,168.51,2
27303,0.0,168.51,2
27304,0.0,168.51,2
27305,0.0,168.51,2
27306,0.0,168.51,2
27307,0.0,168.51,2
27308,0.0,168.51,2
27309,1.0,168.5,0
27310,1.0,168.5,0
27311,1.0,168.5,0
27312,0.0,168.49,2
27313,0.0,168.49,2
27314,0.0,168.49,2
27315,0.0,168.48,2
27316,2.0,168.47,0
27317,0.0,168.46,2
27318,0.0,168.46,2
27319,0.0,168.45,2
27320,1.0,168.45,0
27321,1.0,168.45,0
27322,0.0,168.45,2
27323,0.0,168.45,2
27324,0.0,168.43,2
27325,1.0,168.41,0
27326,0.0,168.4,2
27327,0.0,168.4,2
27328,0.0,168.4,2
27329,0.0,168.38,2
27330,0.0,168.37,2
27331,0.0,168.37,2
27332,1.0,168.37,0
27333,0.0,168.36,2
27334,0.0,168.36,2
27335,0.0,168.36,2
27336,0.0,168.36,2
27337,0.0,168.36,2
27338,2.0,168.36,0
27339,0.0,168.36,2
27340,1.0,168.36,0
27341,0.0,168.36,2
27342,0.0,168.36,2
27343,0.0,168.36,2
27344,0.0,168.36,2
27345,0.0,168.36,2
27346,0.0,168.36,2
27347,0.0,168.36,2
27348,0.0,168.35,2
27349,0.0,168.35,2
27350,1.0,168.35,0
27351,1.0,168.35,0
27352,0.0,168.35,2
27353,1.0,168.33,0
27354,1.0,168.33,0
27355,1.0,168.33,0
27356,1.0,168.33,0
27357,1.0,168.33,0
27358,1.0,168.33,0
27359,0.0,168.33,2
27360,1.0,168.33,0
27361,0.0,168.32,2
27362,0.0,168.32,2
27363,1.0,168.31,0
27364,1.0,168.31,0
27365,1.0,168.31,0
27366,0.0,168.3,2
27367,0.0,168.3,2
27368,1.0,168.3,0
27369,0.0,168.3,2
27370,0.0,168.3,2
27371,0.0,168.3,2
27372,1.0,168.29,0
27373,1.0,168.29,0
27374,0.0,168.29,2
27375,0.0,168.29,2
27376,0.0,168.29,2
27377,0.0,168.29,2
27378,0.0,168.29,2
27379,0.0,168.29,2
27380,1.0,168.29,0
27381,0.0,168.29,2
27382,0.0,168.29,2
27383,0.0,168.29,2
27384,0.0,168.29,2
27385,0.0,168.29,2
27386,1.0,168.28,0
27387,0.0,168.28,2
27388,0.0,168.28,2
27389,0.0,168.28,2
27390,0.0,168.28,2
27391,1.0,168.28,0
27392,1.0,168.28,0
27393,1.0,168.28,0
27394,1.0,168.27,0
27395,1.0,168.25,0
27396,1.0,168.24,0
27397,1.0,168.24,0
27398,0.0,168.23,2
27399,1.0,168.23,0
27400,1.0,168.23,0
27401,0.0,168.23,2
27402,2.0,168.22,0
27403,0.0,168.22,2
27404,0.0,168.2,2
27405,0.0,168.2,2
27406,1.0,168.2,0
27407,0.0,168.2,2
27408,0.0,168.2,2
27409,0.0,168.2,2
27410,0.0,168.2,2
27411,0.0,168.2,2
27412,0.0,168.2,2
27413,0.0,168.2,2
27414,0.0,168.2,2
27415,0.0,168.2,2
27416,0.0,168.2,2
27417,0.0,168.2,2
27418,0.0,168.2,2
27419,0.0,168.2,2
27420,0.0,168.2,2
27421,1.0,168.2,0
27422,0.0,168.2,2
27423,0.0,168.2,2
27424,1.0,168.2,0
27425,1.0,168.2,0
27426,0.0,168.2,2
27427,1.0,168.2,0
27428,0.0,168.2,2
27429,1.0,168.2,0
27430,0.0,168.2,2
27431,1.0,168.2,0
27432,1.0,168.2,0
27433,1.0,168.2,0
27434,1.0,168.2,0
27435,0.0,168.2,2
27436,1.0,168.2,0
27437,1.0,168.2,0
27438,0.0,168.2,2
27439,0.0,168.2,2
27440,1.0,168.19,0
27441,1.0,168.18,0
27442,1.0,168.18,0
27443,0.0,168.17,2
27444,1.0,168.16,0
27445,1.0,168.16,0
27446,1.0,168.16,0
27447,0.0,168.16,2
27448,0.0,168.15,2
27449,1.0,168.15,0
27450,1.0,168.14,0
27451,0.0,168.14,2
27452,1.0,168.14,0
27453,1.0,168.14,0
27454,0.0,168.14,2
27455,1.0,168.13,0
27456,0.0,168.12,2
27457,1.0,168.12,0
27458,0.0,168.1,2
27459,0.0,168.1,2
27460,1.0,168.09,0
27461,1.0,168.08,0
27462,1.0,168.08,0
27463,1.0,168.08,0
27464,1.0,168.08,0
27465,1.0,168.08,0
27466,1.0,168.08,0
27467,2.0,168.06,0
27468,1.0,168.06,0
27469,2.0,168.06,0
27470,1.0,168.06,0
27471,1.0,168.06,0
27472,1.0,168.06,0
27473,1.0,168.06,0
27474,2.0,168.06,0
27475,2.0,168.06,0
27476,0.0,168.05,2
27477,1.0,168.05,0
27478,1.0,168.04,0
27479,0.0,168.03,2
27480,1.0,168.03,0
27481,1.0,168.03,0
27482,0.0,168.03,2
27483,1.0,168.02,0
27484,1.0,168.02,0
27485,2.0,168.01,0
27486,0.0,168.0,2
27487,1.0,167.99,0
27488,0.0,167.99,2
27489,1.0,167.99,0
27490,1.0,167.99,0
27491,1.0,167.98,0
27492,1.0,167.97,0
27493,1.0,167.97,0
27494,1.0,167.96,0
27495,1.0,167.96,0
27496,1.0,167.96,0
27497,1.0,167.96,0
27498,1.0,167.96,0
27499,1.0,167.95,0
27500,1.0,167.95,0
27501,0.0,167.95,2
27502,1.0,167.94,0
27503,1.0,167.94,0
27504,1.0,167.92,0
27505,1.0,167.92,0
27506,1.0,167.92,0
27507,1.0,167.92,0
27508,1.0,167.92,0
27509,1.0,167.92,0
27510,1.0,167.92,0
27511,1.0,167.92,0
27512,1.0,167.92,0
27513,1.0,167.92,0
27514,0.0,167.9,2
27515,1.0,167.9,0
27516,0.0,167.89,2
27517,1.0,167.88,0
27518,1.0,167.88,0
27519,1.0,167.88,0
27520,1.0,167.88,0
27521,1.0,167.88,0
27522,1.0,167.87,0
27523,0.0,167.87,2
27524,0.0,167.87,2
27525,1.0,167.86,0
27526,1.0,167.86,0
27527,1.0,167.86,0
27528,1.0,167.86,0
27529,1.0,167.86,0
27530,1.0,167.86,0
27531,1.0,167.86,0
27532,1.0,167.86,0
27533,0.0,167.85,2
27534,1.0,167.83,0
27535,0.0,167.82,2
27536,1.0,167.82,0
27537,0.0,167.82,2
27538,0.0,167.82,2
27539,1.0,167.82,0
27540,0.0,167.82,2
27541,0.0,167.81,2
27542,0.0,167.81,2
27543,0.0,167.81,2
27544,0.0,167.81,2
27545,0.0,167.8,2
27546,1.0,167.8,0
27547,0.0,167.8,2
27548,0.0,167.8,2
27549,1.0,167.8,0
27550,1.0,167.8,0
27551,0.0,167.8,2
27552,0.0,167.8,2
27553,0.0,167.79,2
27554,1.0,167.77,0
27555,1.0,167.77,0
27556,1.0,167.77,0
27557,1.0,167.77,0
27558,1.0,167.76,0
27559,1.0,167.76,0
27560,1.0,167.75,0
27561,1.0,167.75,0
27562,1.0,167.74,0
27563,1.0,167.74,0
27564,0.0,167.74,2
27565,1.0,167.74,0
27566,0.0,167.73,2
27567,1.0,167.72,0
27568,0.0,167.72,2
27569,1.0,167.72,0
27570,1.0,167.72,0
27571,1.0,167.71,0
27572,0.0,167.7,2
27573,0.0,167.7,2
27574,0.0,167.7,2
27575,0.0,167.69,2
27576,0.0,167.69,2
27577,0.0,167.69,2
27578,0.0,167.69,2
27579,1.0,167.68,0
27580,1.0,167.68,0
27581,1.0,167.67,0
27582,1.0,167.66,0
27583,0.0,167.66,2
27584,1.0,167.66,0
27585,1.0,167.66,0
27586,0.0,167.64,2
27587,1.0,167.64,0
27588,0.0,167.63,2
27589,0.0,167.63,2
27590,0.0,167.63,2
27591,1.0,167.62,0
27592,1.0,167.62,0
27593,0.0,167.62,2
27594,0.0,167.62,2
27595,1.0,167.61,0
27596,1.0,167.6,0
27597,0.0,167.6,2
27598,1.0,167.6,0
27599,0.0,167.6,2
27600,0.0,167.59,2
27601,1.0,167.59,0
27602,1.0,167.59,0
27603,0.0,167.59,2
27604,0.0,167.59,2
27605,1.0,167.59,0
27606,0.0,167.58,2
27607,1.0,167.58,0
27608,0.0,167.56,2
27609,1.0,167.55,0
27610,1.0,167.55,0
